Word,walden.txt count,lotus.txt count,walden.txt freq,lotus.txt freq,Log Likelihood
extensive,1,0,0.00001,0.00000,0.28280
Battle,1,0,0.00001,0.00000,0.28280
Ground,1,0,0.00001,0.00000,0.28280
tarn,1,0,0.00001,0.00000,0.28280
lakes,8,4,0.00007,0.00004,0.93276
nightly,2,0,0.00002,0.00000,0.93073
stealthily,1,0,0.00001,0.00000,0.28280
nocturnal,2,0,0.00002,0.00000,0.93073
conventicle,1,0,0.00001,0.00000,0.28280
August,2,0,0.00002,0.00000,0.93073
mid,3,2,0.00003,0.00002,0.08991
smoother,2,0,0.00002,0.00000,0.93073
darkened,1,0,0.00001,0.00000,0.28280
vista,1,0,0.00001,0.00000,0.28280
southward,1,0,0.00001,0.00000,0.28280
indentation,1,0,0.00001,0.00000,0.28280
tinged,2,1,0.00002,0.00001,0.14614
tiptoe,1,0,0.00001,0.00000,0.28280
peaks,2,0,0.00002,0.00000,0.93073
bluer,1,0,0.00001,0.00000,0.28280
ranges,1,2,0.00001,0.00002,0.26548
northwest,2,0,0.00002,0.00000,0.93073
mint,1,0,0.00001,0.00000,0.28280
buoyancy,1,0,0.00001,0.00000,0.28280
insular,1,0,0.00001,0.00000,0.28280
peak,1,1,0.00001,0.00001,0.00356
mirage,1,0,0.00001,0.00000,0.28280
seething,1,0,0.00001,0.00000,0.28280
coin,1,0,0.00001,0.00000,0.28280
insulated,1,0,0.00001,0.00000,0.28280
sheet,2,0,0.00002,0.00000,0.93073
interverting,1,0,0.00001,0.00000,0.28280
plateau,1,2,0.00001,0.00002,0.26548
steppes,1,0,0.00001,0.00000,0.28280
Tartary,1,0,0.00001,0.00000,0.28280
affording,1,0,0.00001,0.00000,0.28280
roving,1,0,0.00001,0.00000,0.28280
Damodara,1,0,0.00001,0.00000,0.28280
Both,1,0,0.00001,0.00000,0.28280
eras,1,0,0.00001,0.00000,0.28280
astronomers,2,0,0.00002,0.00000,0.93073
delectable,1,0,0.00001,0.00000,0.28280
constellation,1,1,0.00001,0.00001,0.00356
Cassiopeia,1,0,0.00001,0.00000,0.28280
Chair,1,0,0.00001,0.00000,0.28280
unprofaned,1,0,0.00001,0.00000,0.28280
Pleiades,1,0,0.00001,0.00000,0.28280
Hyades,1,0,0.00001,0.00000,0.28280
Aldebaran,1,0,0.00001,0.00000,0.28280
Altair,1,0,0.00001,0.00000,0.28280
dwindled,2,0,0.00002,0.00000,0.93073
twinkling,1,0,0.00001,0.00000,0.28280
moonless,1,0,0.00001,0.00000,0.28280
squatted,2,0,0.00002,0.00000,0.93073
mounts,1,0,0.00001,0.00000,0.28280
whereon,1,0,0.00001,0.00000,0.28280
hourly,2,0,0.00002,0.00000,0.93073
invitation,2,0,0.00002,0.00000,0.93073
worshipper,2,0,0.00002,0.00000,0.93073
Greeks,2,0,0.00002,0.00000,0.93073
engraven,2,0,0.00002,0.00000,0.93073
Tchingthang,1,0,0.00001,0.00000,0.28280
Renew,1,0,0.00001,0.00000,0.28280
thyself,2,0,0.00002,0.00000,0.93073
brings,3,4,0.00003,0.00004,0.17903
mosquito,2,0,0.00002,0.00000,0.93073
unimaginable,1,3,0.00001,0.00003,0.80430
tour,1,0,0.00001,0.00000,0.28280
requiem,1,0,0.00001,0.00000,0.28280
Odyssey,1,0,0.00001,0.00000,0.28280
wrath,2,1,0.00002,0.00001,0.14614
wanderings,1,0,0.00001,0.00000,0.28280
cosmical,1,0,0.00001,0.00000,0.28280
advertisement,1,0,0.00001,0.00000,0.28280
forbidden,2,0,0.00002,0.00000,0.93073
awakening,2,0,0.00002,0.00000,0.93073
somnolence,1,0,0.00001,0.00000,0.28280
Little,4,2,0.00003,0.00002,0.39313
mechanical,2,0,0.00002,0.00000,0.93073
nudgings,1,0,0.00001,0.00000,0.28280
servitor,1,0,0.00001,0.00000,0.28280
aspirations,1,0,0.00001,0.00000,0.28280
despaired,2,0,0.00002,0.00000,0.93073
pursuing,3,2,0.00003,0.00002,0.08991
darkening,1,0,0.00001,0.00000,0.28280
cessation,1,0,0.00001,0.00000,0.28280
sensuous,1,0,0.00001,0.00000,0.28280
reinvigorated,1,0,0.00001,0.00000,0.28280
transpire,1,0,0.00001,0.00000,0.28280
intelligences,2,0,0.00002,0.00000,0.93073
matters,4,6,0.00003,0.00005,0.46495
clocks,2,0,0.00002,0.00000,0.93073
attitudes,1,0,0.00001,0.00000,0.28280
Moral,1,0,0.00001,0.00000,0.28280
calculators,1,0,0.00001,0.00000,0.28280
drowsiness,1,1,0.00001,0.00001,0.00356
performed,2,2,0.00002,0.00002,0.00534
effective,1,3,0.00001,0.00003,0.80430
reawaken,1,0,0.00001,0.00000,0.28280
aids,1,2,0.00001,0.00002,0.26548
expectation,2,0,0.00002,0.00000,0.93073
encouraging,3,2,0.00003,0.00002,0.08991
unquestionable,1,0,0.00001,0.00000,0.28280
ability,4,2,0.00003,0.00002,0.39313
carve,2,0,0.00002,0.00000,0.93073
statue,2,0,0.00002,0.00000,0.93073
medium,2,2,0.00002,0.00002,0.00534
tasked,1,0,0.00001,0.00000,0.28280
critical,1,0,0.00001,0.00000,0.28280
refused,2,0,0.00002,0.00000,0.93073
oracles,2,0,0.00002,0.00000,0.93073
inform,1,0,0.00001,0.00000,0.28280
suck,1,0,0.00001,0.00000,0.28280
marrow,2,1,0.00002,0.00001,0.14614
sturdily,1,0,0.00001,0.00000,0.28280
Spartan,2,0,0.00002,0.00000,0.93073
swath,1,0,0.00001,0.00000,0.28280
uncertainty,2,0,0.00002,0.00000,0.93073
hastily,1,0,0.00001,0.00000,0.28280
glorify,1,0,0.00001,0.00000,0.28280
Still,6,3,0.00005,0.00003,0.65944
meanly,1,0,0.00001,0.00000,0.28280
cranes,2,0,0.00002,0.00000,0.93073
clout,2,0,0.00002,0.00000,0.93073
evitable,1,0,0.00001,0.00000,0.28280
wretchedness,1,0,0.00001,0.00000,0.28280
frittered,1,0,0.00001,0.00000,0.28280
detail,3,1,0.00003,0.00001,0.56560
fringe,2,1,0.00002,0.00001,0.14614
layers,3,1,0.00003,0.00001,0.56560
vermilion,0,1,0.00000,0.00001,0.40215
pillows,0,1,0.00000,0.00001,0.40215
hide,0,1,0.00000,0.00001,0.40215
pulling,1,1,0.00001,0.00001,0.00356
smoothly,2,1,0.00002,0.00001,0.14614
overflowing,1,1,0.00001,0.00001,0.00356
partiality,0,1,0.00000,0.00001,0.40215
minded,4,2,0.00003,0.00002,0.39313
mounted,1,2,0.00001,0.00002,0.26548
plaything,0,1,0.00000,0.00001,0.40215
rescued,0,1,0.00000,0.00001,0.40215
tiniest,0,1,0.00000,0.00001,0.40215
Using,0,1,0.00000,0.00001,0.40215
unflagging,0,1,0.00000,0.00001,0.40215
seared,1,1,0.00001,0.00001,0.00356
striving,0,1,0.00000,0.00001,0.40215
parting,0,1,0.00000,0.00001,0.40215
detest,0,1,0.00000,0.00001,0.40215
escaped,4,3,0.00003,0.00003,0.05968
contrived,0,1,0.00000,0.00001,0.40215
shoddy,0,1,0.00000,0.00001,0.40215
tastes,2,3,0.00002,0.00003,0.20926
sensations,0,1,0.00000,0.00001,0.40215
promise,1,2,0.00001,0.00002,0.26548
lure,0,1,0.00000,0.00001,0.40215
inwardly,1,2,0.00001,0.00002,0.26548
hope,7,10,0.00006,0.00009,0.67166
threatened,2,2,0.00002,0.00002,0.00534
type,3,2,0.00003,0.00002,0.08991
safest,2,1,0.00002,0.00001,0.14614
Despite,0,1,0.00000,0.00001,0.40215
attract,3,3,0.00003,0.00003,0.00712
decayed,2,1,0.00002,0.00001,0.14614
dangerous,3,2,0.00003,0.00002,0.08991
slating,0,1,0.00000,0.00001,0.40215
askew,0,1,0.00000,0.00001,0.40215
steps,6,3,0.00005,0.00003,0.65944
Walls,0,1,0.00000,0.00001,0.40215
cracked,2,1,0.00002,0.00001,0.14614
gaping,0,1,0.00000,0.00001,0.40215
thatch,0,1,0.00000,0.00001,0.40215
disrepair,0,1,0.00000,0.00001,0.40215
tips,0,1,0.00000,0.00001,0.40215
eaves,1,1,0.00001,0.00001,0.00356
dropped,7,5,0.00006,0.00005,0.17982
surrounding,10,9,0.00009,0.00008,0.00666
collapsed,1,2,0.00001,0.00002,0.26548
rubbish,0,1,0.00000,0.00001,0.40215
Kites,0,1,0.00000,0.00001,0.40215
owls,3,2,0.00003,0.00002,0.08991
hawks,4,3,0.00003,0.00003,0.05968
eagles,1,3,0.00001,0.00003,0.80430
crows,0,1,0.00000,0.00001,0.40215
magpies,0,1,0.00000,0.00001,0.40215
newts,0,1,0.00000,0.00001,0.40215
weasels,0,1,0.00000,0.00001,0.40215
raccoon,1,1,0.00001,0.00001,0.00356
rats,1,1,0.00001,0.00001,0.00356
hordes,0,1,0.00000,0.00001,0.40215
scurried,0,1,0.00000,0.00001,0.40215
stank,0,1,0.00000,0.00001,0.40215
overflowed,2,3,0.00002,0.00003,0.20926
streams,6,6,0.00005,0.00005,0.01246
dung,0,1,0.00000,0.00001,0.40215
Foxes,0,1,0.00000,0.00001,0.40215
gnawed,1,1,0.00001,0.00001,0.00356
trampled,0,1,0.00000,0.00001,0.40215
tore,0,1,0.00000,0.00001,0.40215
packs,0,1,0.00000,0.00001,0.40215
racing,0,1,0.00000,0.00001,0.40215
snatch,0,1,0.00000,0.00001,0.40215
tear,0,1,0.00000,0.00001,0.40215
struggling,2,1,0.00002,0.00001,0.14614
seizing,2,1,0.00002,0.00001,0.14614
baring,0,1,0.00000,0.00001,0.40215
snarling,0,1,0.00000,0.00001,0.40215
frightening,1,2,0.00001,0.00002,0.26548
altered,1,1,0.00001,0.00001,0.00356
trolls,0,1,0.00000,0.00001,0.40215
nursed,0,1,0.00000,0.00001,0.40215
hiding,0,1,0.00000,0.00001,0.40215
outdid,0,1,0.00000,0.00001,0.40215
fiercer,0,1,0.00000,0.00001,0.40215
wrangling,0,1,0.00000,0.00001,0.40215
contention,0,1,0.00000,0.00001,0.40215
Kumbhanda,0,1,0.00000,0.00001,0.40215
crouched,0,1,0.00000,0.00001,0.40215
clumps,0,1,0.00000,0.00001,0.40215
idling,0,1,0.00000,0.00001,0.40215
whims,0,1,0.00000,0.00001,0.40215
loud,9,8,0.00008,0.00007,0.00990
shouting,0,1,0.00000,0.00001,0.40215
demanding,0,1,0.00000,0.00001,0.40215
throats,3,1,0.00003,0.00001,0.56560
needles,3,1,0.00003,0.00001,0.56560
feeding,2,2,0.00002,0.00002,0.00534
tangled,0,1,0.00000,0.00001,0.40215
cruel,0,1,0.00000,0.00001,0.40215
baleful,0,1,0.00000,0.00001,0.40215
ferocious,0,1,0.00000,0.00001,0.40215
dashed,2,1,0.00002,0.00001,0.14614
shrieking,0,1,0.00000,0.00001,0.40215
hungrily,0,1,0.00000,0.00001,0.40215
forward,9,6,0.00008,0.00005,0.36833
perils,1,2,0.00001,0.00002,0.26548
threats,0,1,0.00000,0.00001,0.40215
terrors,0,1,0.00000,0.00001,0.40215
rotting,0,1,0.00000,0.00001,0.40215
Ridgepoles,0,1,0.00000,0.00001,0.40215
exploded,0,1,0.00000,0.00001,0.40215
roar,2,4,0.00002,0.00004,0.63183
quivering,1,1,0.00001,0.00001,0.00356
splitting,2,1,0.00002,0.00001,0.14614
rumbling,2,1,0.00002,0.00001,0.14614
lifted,0,1,0.00000,0.00001,0.40215
wail,0,1,0.00000,0.00001,0.40215
panic,0,1,0.00000,0.00001,0.40215
hid,1,1,0.00001,0.00001,0.00356
dens,0,1,0.00000,0.00001,0.40215
oppressed,1,1,0.00001,0.00001,0.00356
attacked,1,1,0.00001,0.00001,0.00356
gobbling,0,1,0.00000,0.00001,0.40215
Foul,0,1,0.00000,0.00001,0.40215
swirled,0,1,0.00000,0.00001,0.40215
billowed,0,1,0.00000,0.00001,0.40215
scurrying,0,1,0.00000,0.00001,0.40215
lairs,0,1,0.00000,0.00001,0.40215
pounced,0,1,0.00000,0.00001,0.40215
raging,2,3,0.00002,0.00003,0.20926
thirsty,3,3,0.00003,0.00003,0.00712
malicious,0,1,0.00000,0.00001,0.40215
havoc,0,1,0.00000,0.00001,0.40215
rushed,0,1,0.00000,0.00001,0.40215
dangers,1,1,0.00001,0.00001,0.00356
kites,0,1,0.00000,0.00001,0.40215
feared,3,3,0.00003,0.00003,0.00712
warnings,0,1,0.00000,0.00001,0.40215
ceasing,1,1,0.00001,0.00001,0.00356
occurred,3,5,0.00003,0.00005,0.53098
fashioned,1,3,0.00001,0.00003,0.80430
explicitly,0,1,0.00000,0.00001,0.40215
description,4,4,0.00003,0.00004,0.00890
congratulating,0,1,0.00000,0.00001,0.40215
Ignorant,0,1,0.00000,0.00001,0.40215
youthful,3,2,0.00003,0.00002,0.08991
roaring,0,1,0.00000,0.00001,0.40215
seashells,0,1,0.00000,0.00001,0.40215
fringes,0,1,0.00000,0.00001,0.40215
Multicolored,0,1,0.00000,0.00001,0.40215
decorations,0,1,0.00000,0.00001,0.40215
wound,1,2,0.00001,0.00002,0.26548
encircled,0,1,0.00000,0.00001,0.40215
silks,1,2,0.00001,0.00002,0.26548
gauzes,0,1,0.00000,0.00001,0.40215
felts,0,1,0.00000,0.00001,0.40215
sleek,0,1,0.00000,0.00001,0.40215
accompany,1,2,0.00001,0.00002,0.26548
mounting,1,3,0.00001,0.00003,0.80430
fiercely,2,1,0.00002,0.00001,0.14614
cease,2,3,0.00002,0.00003,0.20926
domain,0,1,0.00000,0.00001,0.40215
immersed,1,1,0.00001,0.00001,0.00356
approves,0,1,0.00000,0.00001,0.40215
wisdoms,0,1,0.00000,0.00001,0.40215
unnumbered,0,1,0.00000,0.00001,0.40215
rule,9,6,0.00008,0.00005,0.36833
escapes,0,1,0.00000,0.00001,0.40215
Separating,0,1,0.00000,0.00001,0.40215
transmit,2,1,0.00002,0.00001,0.14614
happen,2,3,0.00002,0.00003,0.20926
wander,4,2,0.00003,0.00002,0.39313
believes,1,2,0.00001,0.00002,0.26548
comply,0,1,0.00000,0.00001,0.40215
slanders,0,1,0.00000,0.00001,0.40215
scowl,0,1,0.00000,0.00001,0.40215
knitted,0,1,0.00000,0.00001,0.40215
Simplicity,1,0,0.00001,0.00000,0.28280
thumb,2,0,0.00002,0.00000,0.93073
items,1,0,0.00001,0.00000,0.28280
allowed,3,1,0.00003,0.00001,0.56560
founder,2,0,0.00002,0.00000,0.93073
succeeds,2,0,0.00002,0.00000,0.93073
Simplify,1,0,0.00001,0.00000,0.28280
simplify,1,0,0.00001,0.00000,0.28280
meals,2,1,0.00002,0.00001,0.14614
German,2,0,0.00002,0.00000,0.93073
Confederacy,1,0,0.00001,0.00000,0.28280
overgrown,1,0,0.00001,0.00000,0.28280
establishment,2,0,0.00002,0.00000,0.93073
tripped,1,0,0.00001,0.00000,0.28280
households,1,0,0.00001,0.00000,0.28280
cure,4,7,0.00003,0.00006,0.88923
rigid,1,0,0.00001,0.00000,0.28280
stern,1,0,0.00001,0.00000,0.28280
Nation,1,1,0.00001,0.00001,0.00356
baboons,1,0,0.00001,0.00000,0.28280
forge,1,0,0.00001,0.00000,0.28280
tinkering,1,0,0.00001,0.00000,0.28280
rides,1,0,0.00001,0.00000,0.28280
assure,2,0,0.00002,0.00000,0.93073
ridden,1,0,0.00001,0.00000,0.28280
supernumerary,1,0,0.00001,0.00000,0.28280
sleeper,1,0,0.00001,0.00000,0.28280
hue,6,5,0.00005,0.00005,0.02890
gang,2,0,0.00002,0.00000,0.93073
sometime,1,0,0.00001,0.00000,0.28280
hurry,2,3,0.00002,0.00003,0.20926
stitches,1,0,0.00001,0.00000,0.28280
haven,1,0,0.00001,0.00000,0.28280
Saint,1,0,0.00001,0.00000,0.28280
Vitus,1,0,0.00001,0.00000,0.28280
pulls,1,0,0.00001,0.00000,0.28280
handsomely,2,1,0.00002,0.00001,0.14614
Hardly,2,0,0.00002,0.00000,0.93073
nap,1,0,0.00001,0.00000,0.28280
wakes,1,0,0.00001,0.00000,0.28280
holds,4,4,0.00003,0.00004,0.00890
asks,3,2,0.00003,0.00002,0.08991
sentinels,1,0,0.00001,0.00000,0.28280
doubtless,2,0,0.00002,0.00000,0.93073
breakfast,1,0,0.00001,0.00000,0.28280
gouged,1,0,0.00001,0.00000,0.28280
Wachito,1,0,0.00001,0.00000,0.28280
unfathomed,2,0,0.00002,0.00000,0.93073
mammoth,1,0,0.00001,0.00000,0.28280
rudiment,1,0,0.00001,0.00000,0.28280
communications,2,0,0.00002,0.00000,0.93073
critically,2,0,0.00002,0.00000,0.93073
postage,1,0,0.00001,0.00000,0.28280
robbed,1,1,0.00001,0.00001,0.00356
murdered,1,0,0.00001,0.00000,0.28280
wrecked,1,0,0.00001,0.00000,0.28280
steamboat,1,0,0.00001,0.00000,0.28280
Western,1,0,0.00001,0.00000,0.28280
mad,2,0,0.00002,0.00000,0.93073
grasshoppers,1,0,0.00001,0.00000,0.28280
applications,1,0,0.00001,0.00000,0.28280
edit,1,0,0.00001,0.00000,0.28280
belonging,1,0,0.00001,0.00000,0.28280
beforehand,2,0,0.00002,0.00000,0.93073
accuracy,2,0,0.00002,0.00000,0.93073
Don,2,2,0.00002,0.00002,0.00534
Carlos,1,0,0.00001,0.00000,0.28280
Infanta,1,0,0.00001,0.00000,0.28280
Pedro,1,0,0.00001,0.00000,0.28280
Seville,1,0,0.00001,0.00000,0.28280
Granada,1,0,0.00001,0.00000,0.28280
entertainments,1,0,0.00001,0.00000,0.28280
succinct,1,0,0.00001,0.00000,0.28280
lucid,1,1,0.00001,0.00001,0.00356
scrap,2,0,0.00002,0.00000,0.93073
revolution,5,3,0.00004,0.00003,0.29228
1649,1,0,0.00001,0.00000,0.28280
speculations,2,0,0.00002,0.00000,0.93073
excepted,1,2,0.00001,0.00002,0.26548
Kieou,1,0,0.00001,0.00000,0.28280
yu,1,0,0.00001,0.00000,0.28280
dignitary,1,0,0.00001,0.00000,0.28280
Wei,1,0,0.00001,0.00000,0.28280
Khoung,2,0,0.00002,0.00000,0.93073
messenger,6,6,0.00005,0.00005,0.01246
diminish,1,0,0.00001,0.00000,0.28280
remarked,2,0,0.00002,0.00000,0.93073
vexing,1,0,0.00001,0.00000,0.28280
drowsy,1,0,0.00001,0.00000,0.28280
conclusion,1,0,0.00001,0.00000,0.28280
draggle,1,0,0.00001,0.00000,0.28280
sermon,1,0,0.00001,0.00000,0.28280
Pause,1,0,0.00001,0.00000,0.28280
Avast,1,0,0.00001,0.00000,0.28280
deadly,2,2,0.00002,0.00002,0.00534
Shams,1,0,0.00001,0.00000,0.28280
realities,2,0,0.00002,0.00000,0.93073
deluded,1,2,0.00001,0.00002,0.26548
fairy,1,0,0.00001,0.00000,0.28280
Arabian,1,0,0.00001,0.00000,0.28280
Nights,1,0,0.00001,0.00000,0.28280
Entertainments,1,0,0.00001,0.00000,0.28280
unhurried,1,0,0.00001,0.00000,0.28280
exhilarating,2,0,0.00002,0.00000,0.93073
consenting,1,0,0.00001,0.00000,0.28280
shows,3,3,0.00003,0.00003,0.00712
confirm,1,0,0.00001,0.00000,0.28280
illusory,1,0,0.00001,0.00000,0.28280
Children,3,1,0.00003,0.00001,0.56560
worthily,1,0,0.00001,0.00000,0.28280
expelled,2,0,0.00002,0.00000,0.93073
forester,1,0,0.00001,0.00000,0.28280
imagined,3,1,0.00003,0.00001,0.56560
misconception,1,0,0.00001,0.00000,0.28280
continues,1,1,0.00001,0.00001,0.00356
holy,2,1,0.00002,0.00001,0.14614
Brahme,1,0,0.00001,0.00000,0.28280
dam,2,0,0.00002,0.00000,0.93073
beheld,2,2,0.00002,0.00002,0.00534
culminates,1,0,0.00001,0.00000,0.28280
instilling,1,0,0.00001,0.00000,0.28280
drenching,1,1,0.00001,0.00001,0.00356
obediently,1,2,0.00001,0.00002,0.26548
conceptions,2,0,0.00002,0.00000,0.93073
conceiving,1,2,0.00001,0.00002,0.26548
perturbation,1,0,0.00001,0.00000,0.28280
knock,1,0,0.00001,0.00000,0.28280
upset,1,0,0.00001,0.00000,0.28280
overwhelmed,1,0,0.00001,0.00000,0.28280
whirlpool,1,0,0.00001,0.00000,0.28280
situated,2,2,0.00002,0.00002,0.00534
meridian,1,0,0.00001,0.00000,0.28280
shallows,2,0,0.00002,0.00000,0.93073
Weather,1,0,0.00001,0.00000,0.28280
unrelaxed,1,0,0.00001,0.00000,0.28280
nerves,2,1,0.00002,0.00001,0.14614
Ulysses,1,0,0.00001,0.00000,0.28280
whistles,1,0,0.00001,0.00000,0.28280
hoarse,2,0,0.00002,0.00000,0.93073
slush,1,0,0.00001,0.00000,0.28280
prejudice,1,0,0.00001,0.00000,0.28280
alluvion,1,0,0.00001,0.00000,0.28280
covers,3,2,0.00003,0.00002,0.08991
appui,1,0,0.00001,0.00000,0.28280
gauge,1,0,0.00001,0.00000,0.28280
Nilometer,1,0,0.00001,0.00000,0.28280
Realometer,1,0,0.00001,0.00000,0.28280
shams,1,0,0.00001,0.00000,0.28280
fronting,2,0,0.00002,0.00000,0.93073
glimmer,2,0,0.00002,0.00000,0.93073
cimeter,1,0,0.00001,0.00000,0.28280
dividing,1,1,0.00001,0.00001,0.00356
conclude,1,0,0.00001,0.00000,0.28280
career,1,0,0.00001,0.00000,0.28280
crave,1,0,0.00001,0.00000,0.28280
extremities,1,0,0.00001,0.00000,0.28280
pebbly,1,0,0.00001,0.00000,0.28280
alphabet,1,0,0.00001,0.00000,0.28280
regretting,1,0,0.00001,0.00000,0.28280
cleaver,1,0,0.00001,0.00000,0.28280
discerns,1,0,0.00001,0.00000,0.28280
rifts,1,0,0.00001,0.00000,0.28280
burrowing,2,0,0.00002,0.00000,0.93073
snout,1,0,0.00001,0.00000,0.28280
vein,2,0,0.00002,0.00000,0.93073
vapors,1,0,0.00001,0.00000,0.28280
deliberation,2,0,0.00002,0.00000,0.93073
observers,1,1,0.00001,0.00001,0.00356
accumulating,2,1,0.00002,0.00001,0.14614
dealing,1,0,0.00001,0.00000,0.28280
veil,1,0,0.00001,0.00000,0.28280
reviews,1,0,0.00001,0.00000,0.28280
improvable,1,0,0.00001,0.00000,0.28280
university,1,0,0.00001,0.00000,0.28280
circulating,2,0,0.00002,0.00000,0.93073
copied,1,1,0.00001,0.00001,0.00356
Says,1,0,0.00001,0.00000,0.28280
Udd,1,0,0.00001,0.00000,0.28280
intoxicated,2,0,0.00002,0.00000,0.93073
drunk,3,3,0.00003,0.00003,0.00712
esoteric,1,0,0.00001,0.00000,0.28280
Incessant,1,0,0.00001,0.00000,0.28280
finish,5,5,0.00004,0.00005,0.01068
AEschylus,2,0,0.00002,0.00000,0.93073
luxuriousness,1,0,0.00001,0.00000,0.28280
implies,1,0,0.00001,0.00000,0.28280
emulate,1,0,0.00001,0.00000,0.28280
laboriously,1,0,0.00001,0.00000,0.28280
conjecturing,1,0,0.00001,0.00000,0.28280
permits,1,0,0.00001,0.00000,0.28280
valor,2,1,0.00002,0.00001,0.14614
translations,1,0,0.00001,0.00000,0.28280
suggestions,2,0,0.00002,0.00000,0.93073
provocations,1,0,0.00001,0.00000,0.28280
repeats,2,0,0.00002,0.00000,0.93073
Listen,1,2,0.00001,0.00002,0.26548
despise,0,1,0.00000,0.00001,0.40215
hate,1,3,0.00001,0.00003,0.80430
grudges,0,1,0.00000,0.00001,0.40215
repeating,2,2,0.00002,0.00002,0.00534
cycle,0,1,0.00000,0.00001,0.40215
scruffy,0,1,0.00000,0.00001,0.40215
discolored,1,2,0.00001,0.00002,0.26548
sport,8,4,0.00007,0.00004,0.93276
hated,0,1,0.00000,0.00001,0.40215
despised,1,2,0.00001,0.00002,0.26548
camel,0,1,0.00000,0.00001,0.40215
shape,3,1,0.00003,0.00001,0.56560
burdens,0,1,0.00000,0.00001,0.40215
incur,2,4,0.00002,0.00004,0.63183
cuffed,0,1,0.00000,0.00001,0.40215
died,7,4,0.00006,0.00004,0.53117
serpent,2,1,0.00002,0.00001,0.14614
witless,0,1,0.00000,0.00001,0.40215
slithering,0,1,0.00000,0.00001,0.40215
belly,3,2,0.00003,0.00002,0.08991
biting,1,1,0.00001,0.00001,0.00356
blighted,0,1,0.00000,0.00001,0.40215
puny,3,3,0.00003,0.00003,0.00712
crippled,1,1,0.00001,0.00001,0.00356
hunchbacked,0,1,0.00000,0.00001,0.40215
ailments,0,1,0.00000,0.00001,0.40215
gaunt,1,1,0.00001,0.00001,0.00356
lose,4,4,0.00003,0.00004,0.00890
sicker,0,1,0.00000,0.00001,0.40215
malady,0,1,0.00000,0.00001,0.40215
nurse,0,1,0.00000,0.00001,0.40215
plundered,0,1,0.00000,0.00001,0.40215
unexpected,3,1,0.00003,0.00001,0.56560
disaster,0,1,0.00000,0.00001,0.40215
crazed,0,1,0.00000,0.00001,0.40215
Camel,0,1,0.00000,0.00001,0.40215
blisters,0,1,0.00000,0.00001,0.40215
diabetes,0,1,0.00000,0.00001,0.40215
ulcers,0,1,0.00000,0.00001,0.40215
maladies,0,1,0.00000,0.00001,0.40215
aflame,0,1,0.00000,0.00001,0.40215
licentious,0,1,0.00000,0.00001,0.40215
spurn,0,1,0.00000,0.00001,0.40215
punishments,1,1,0.00001,0.00001,0.00356
thrusts,0,1,0.00000,0.00001,0.40215
gem,3,1,0.00003,0.00001,0.56560
writings,1,1,0.00001,0.00001,0.00356
Belief,0,1,0.00000,0.00001,0.40215
Understanding,0,1,0.00000,0.00001,0.40215
lifelong,1,1,0.00001,0.00001,0.00356
Mahamaudgalyayana,0,1,0.00000,0.00001,0.40215
arranged,2,1,0.00002,0.00001,0.14614
Pressing,0,1,0.00000,0.00001,0.40215
gesture,1,2,0.00001,0.00002,0.26548
inert,3,1,0.00003,0.00001,0.56560
concepts,0,1,0.00000,0.00001,0.40215
ed,0,1,0.00000,0.00001,0.40215
approval,0,1,0.00000,0.00001,0.40215
Suddenly,3,2,0.00003,0.00002,0.08991
drew,5,2,0.00004,0.00002,0.84842
hurried,2,1,0.00002,0.00001,0.14614
chance,5,4,0.00004,0.00004,0.04115
Gold,1,3,0.00001,0.00003,0.80430
beads,1,1,0.00001,0.00001,0.00356
dealings,1,3,0.00001,0.00003,0.80430
traveling,1,3,0.00001,0.00003,0.80430
parted,1,1,0.00001,0.00001,0.00356
filed,0,1,0.00000,0.00001,0.40215
contented,2,1,0.00002,0.00001,0.14614
drifted,4,2,0.00003,0.00002,0.39313
supported,3,1,0.00003,0.00001,0.56560
footrest,0,1,0.00000,0.00001,0.40215
deferential,0,1,0.00000,0.00001,0.40215
whisks,0,1,0.00000,0.00001,0.40215
perfumed,1,1,0.00001,0.00001,0.00356
sprinkled,1,1,0.00001,0.00001,0.00356
heaps,4,3,0.00003,0.00003,0.05968
scatted,0,1,0.00000,0.00001,0.40215
ranged,1,1,0.00001,0.00001,0.00356
emblems,0,1,0.00000,0.00001,0.40215
prerogative,0,1,0.00000,0.00001,0.40215
awe,2,2,0.00002,0.00002,0.00534
regretted,3,1,0.00003,0.00001,0.56560
spied,1,1,0.00001,0.00001,0.00356
belongings,0,1,0.00000,0.00001,0.40215
bystander,0,1,0.00000,0.00001,0.40215
swiftly,0,1,0.00000,0.00001,0.40215
cried,2,2,0.00002,0.00002,0.00534
tightly,0,1,0.00000,0.00001,0.40215
forcibly,1,1,0.00001,0.00001,0.00356
dragged,1,1,0.00001,0.00001,0.00356
sank,4,2,0.00003,0.00002,0.39313
fainting,0,1,0.00000,0.00001,0.40215
regain,0,1,0.00000,0.00001,0.40215
eminent,2,2,0.00002,0.00002,0.00534
refrained,0,1,0.00000,0.00001,0.40215
picked,3,1,0.00003,0.00001,0.56560
Go,2,1,0.00002,0.00001,0.14614
casually,0,1,0.00000,0.00001,0.40215
Tell,2,1,0.00002,0.00001,0.14614
agrees,0,1,0.00000,0.00001,0.40215
arrangement,1,1,0.00001,0.00001,0.00356
Another,1,1,0.00001,0.00001,0.00356
