Word,walden.txt count,lotus.txt count,walden.txt freq,lotus.txt freq,Log Likelihood
homeland,0,3,0.00000,0.00003,2.11096
Lazuli,0,3,0.00000,0.00003,2.11096
profitable,0,3,0.00000,0.00003,2.11096
fly,7,2,0.00006,0.00002,2.06980
Later,0,3,0.00000,0.00003,2.11096
relatives,0,3,0.00000,0.00003,2.11096
silently,1,5,0.00001,0.00005,2.33889
abasing,0,3,0.00000,0.00003,2.11096
traveled,0,3,0.00000,0.00003,2.11096
commanded,1,5,0.00001,0.00005,2.33889
accords,0,3,0.00000,0.00003,2.11096
environments,0,3,0.00000,0.00003,2.11096
neglectful,0,3,0.00000,0.00003,2.11096
ocean,6,12,0.00005,0.00011,2.20406
noblest,4,0,0.00003,0.00000,2.67774
Rome,4,0,0.00003,0.00000,2.67774
orator,4,0,0.00003,0.00000,2.67774
bursts,4,0,0.00003,0.00000,2.67774
illiterate,4,0,0.00003,0.00000,2.67774
classic,4,0,0.00003,0.00000,2.67774
machines,4,0,0.00003,0.00000,2.67774
unwearied,4,0,0.00003,0.00000,2.67774
cent,4,0,0.00003,0.00000,2.67774
Canadian,4,0,0.00003,0.00000,2.67774
Plato,4,0,0.00003,0.00000,2.67774
Nineteenth,4,0,0.00003,0.00000,2.67774
Century,4,0,0.00003,0.00000,2.67774
flatter,4,0,0.00003,0.00000,2.67774
nobleman,4,0,0.00003,0.00000,2.67774
selected,4,0,0.00003,0.00000,2.67774
sumachs,4,0,0.00003,0.00000,2.67774
Form,0,3,0.00000,0.00003,2.11096
Jewel,0,3,0.00000,0.00003,2.11096
terraces,0,3,0.00000,0.00003,2.11096
pavilions,0,3,0.00000,0.00003,2.11096
counterfeit,0,3,0.00000,0.00003,2.11096
Tamalapatra,0,3,0.00000,0.00003,2.11096
Delight,0,3,0.00000,0.00003,2.11096
armies,0,3,0.00000,0.00003,2.11096
closely,3,8,0.00003,0.00007,2.28361
pack,4,0,0.00003,0.00000,2.67774
chestnut,4,0,0.00003,0.00000,2.67774
burs,4,0,0.00003,0.00000,2.67774
strewn,4,0,0.00003,0.00000,2.67774
buds,4,0,0.00003,0.00000,2.67774
dimples,4,0,0.00003,0.00000,2.67774
frog,4,0,0.00003,0.00000,2.67774
folks,4,0,0.00003,0.00000,2.67774
er,4,0,0.00003,0.00000,2.67774
link,4,0,0.00003,0.00000,2.67774
sounding,4,0,0.00003,0.00000,2.67774
sunset,4,0,0.00003,0.00000,2.67774
steed,4,0,0.00003,0.00000,2.67774
lies,8,2,0.00007,0.00002,2.79227
shot,6,1,0.00005,0.00001,2.65168
compass,4,0,0.00003,0.00000,2.67774
withal,4,0,0.00003,0.00000,2.67774
climes,4,0,0.00003,0.00000,2.67774
wave,4,0,0.00003,0.00000,2.67774
effectual,4,0,0.00003,0.00000,2.67774
exhibit,4,0,0.00003,0.00000,2.67774
Green,4,0,0.00003,0.00000,2.67774
hollows,4,0,0.00003,0.00000,2.67774
interrupted,4,0,0.00003,0.00000,2.67774
pole,6,1,0.00005,0.00001,2.65168
mutual,4,0,0.00003,0.00000,2.67774
sincerity,4,0,0.00003,0.00000,2.67774
faintly,4,0,0.00003,0.00000,2.67774
howls,4,0,0.00003,0.00000,2.67774
circled,2,7,0.00002,0.00006,2.66656
agreed,0,3,0.00000,0.00003,2.11096
Dancing,0,3,0.00000,0.00003,2.11096
visiting,0,3,0.00000,0.00003,2.11096
patient,0,3,0.00000,0.00003,2.11096
gates,0,3,0.00000,0.00003,2.11096
phenomenal,0,3,0.00000,0.00003,2.11096
instructing,0,3,0.00000,0.00003,2.11096
utterly,0,3,0.00000,0.00003,2.11096
tr,4,0,0.00003,0.00000,2.67774
oonk,4,0,0.00003,0.00000,2.67774
crow,4,0,0.00003,0.00000,2.67774
flag,4,0,0.00003,0.00000,2.67774
baited,4,0,0.00003,0.00000,2.67774
alder,4,0,0.00003,0.00000,2.67774
repose,4,0,0.00003,0.00000,2.67774
wildest,4,0,0.00003,0.00000,2.67774
prey,4,0,0.00003,0.00000,2.67774
pipe,6,1,0.00005,0.00001,2.65168
pouts,4,0,0.00003,0.00000,2.67774
hooks,4,0,0.00003,0.00000,2.67774
retreated,4,0,0.00003,0.00000,2.67774
source,4,0,0.00003,0.00000,2.67774
cheered,4,0,0.00003,0.00000,2.67774
January,4,0,0.00003,0.00000,2.67774
thereupon,0,3,0.00000,0.00003,2.11096
phantom,0,3,0.00000,0.00003,2.11096
fatigue,0,3,0.00000,0.00003,2.11096
carries,0,3,0.00000,0.00003,2.11096
transformation,1,5,0.00001,0.00005,2.33889
reported,4,0,0.00003,0.00000,2.67774
westward,4,0,0.00003,0.00000,2.67774
assume,4,0,0.00003,0.00000,2.67774
needs,6,1,0.00005,0.00001,2.65168
contentment,4,0,0.00003,0.00000,2.67774
unexplored,4,0,0.00003,0.00000,2.67774
sluggish,4,0,0.00003,0.00000,2.67774
designation,0,3,0.00000,0.00003,2.11096
Brightness,0,3,0.00000,0.00003,2.11096
converts,0,3,0.00000,0.00003,2.11096
renown,0,3,0.00000,0.00003,2.11096
prediction,0,3,0.00000,0.00003,2.11096
expressing,4,0,0.00003,0.00000,2.67774
detected,4,0,0.00003,0.00000,2.67774
bottomless,4,0,0.00003,0.00000,2.67774
witted,4,0,0.00003,0.00000,2.67774
doctors,4,0,0.00003,0.00000,2.67774
fishermen,4,0,0.00003,0.00000,2.67774
Meanwhile,4,0,0.00003,0.00000,2.67774
impatient,4,0,0.00003,0.00000,2.67774
blades,4,0,0.00003,0.00000,2.67774
watched,4,0,0.00003,0.00000,2.67774
Teacher,0,3,0.00000,0.00003,2.11096
extols,0,3,0.00000,0.00003,2.11096
forbearing,0,3,0.00000,0.00003,2.11096
tamalapatra,0,3,0.00000,0.00003,2.11096
issued,0,3,0.00000,0.00003,2.11096
seas,2,7,0.00002,0.00006,2.66656
waving,4,0,0.00003,0.00000,2.67774
smoothed,4,0,0.00003,0.00000,2.67774
ether,4,0,0.00003,0.00000,2.67774
vitals,4,0,0.00003,0.00000,2.67774
absent,4,0,0.00003,0.00000,2.67774
file,4,0,0.00003,0.00000,2.67774
suffered,4,0,0.00003,0.00000,2.67774
wrecks,4,0,0.00003,0.00000,2.67774
outlet,4,0,0.00003,0.00000,2.67774
agitated,4,0,0.00003,0.00000,2.67774
hilltop,4,0,0.00003,0.00000,2.67774
yellowish,4,0,0.00003,0.00000,2.67774
reflected,18,9,0.00015,0.00008,2.32880
midwinter,4,0,0.00003,0.00000,2.67774
52,4,0,0.00003,0.00000,2.67774
wells,4,0,0.00003,0.00000,2.67774
weighing,4,0,0.00003,0.00000,2.67774
hells,0,3,0.00000,0.00003,2.11096
assembled,0,3,0.00000,0.00003,2.11096
confer,0,3,0.00000,0.00003,2.11096
birthless,0,3,0.00000,0.00003,2.11096
Her,0,3,0.00000,0.00003,2.11096
activities,0,3,0.00000,0.00003,2.11096
trout,4,0,0.00003,0.00000,2.67774
purer,4,0,0.00003,0.00000,2.67774
bays,4,0,0.00003,0.00000,2.67774
stratum,4,0,0.00003,0.00000,2.67774
motions,4,0,0.00003,0.00000,2.67774
congealed,4,0,0.00003,0.00000,2.67774
flight,4,0,0.00003,0.00000,2.67774
December,4,0,0.00003,0.00000,2.67774
bathe,4,0,0.00003,0.00000,2.67774
Maker,4,0,0.00003,0.00000,2.67774
model,4,0,0.00003,0.00000,2.67774
veins,4,0,0.00003,0.00000,2.67774
Gautami,0,3,0.00000,0.00003,2.11096
unregressing,0,3,0.00000,0.00003,2.11096
attack,0,3,0.00000,0.00003,2.11096
settlements,0,3,0.00000,0.00003,2.11096
Buddhists,0,3,0.00000,0.00003,2.11096
extolling,0,3,0.00000,0.00003,2.11096
hazardous,0,3,0.00000,0.00003,2.11096
pigs,0,3,0.00000,0.00003,2.11096
concentrate,0,3,0.00000,0.00003,2.11096
upside,0,3,0.00000,0.00003,2.11096
hunt,6,1,0.00005,0.00001,2.65168
arising,0,3,0.00000,0.00003,2.11096
cutters,4,0,0.00003,0.00000,2.67774
moist,4,0,0.00003,0.00000,2.67774
noticed,4,0,0.00003,0.00000,2.67774
brook,4,0,0.00003,0.00000,2.67774
tinkling,4,0,0.00003,0.00000,2.67774
wider,4,0,0.00003,0.00000,2.67774
catching,4,0,0.00003,0.00000,2.67774
rewards,0,3,0.00000,0.00003,2.11096
propagated,0,3,0.00000,0.00003,2.11096
fat,4,0,0.00003,0.00000,2.67774
member,4,0,0.00003,0.00000,2.67774
beast,4,0,0.00003,0.00000,2.67774
applied,0,3,0.00000,0.00003,2.11096
measurable,0,3,0.00000,0.00003,2.11096
physician,0,3,0.00000,0.00003,2.11096
lunch,4,0,0.00003,0.00000,2.67774
combat,4,0,0.00003,0.00000,2.67774
fought,4,0,0.00003,0.00000,2.67774
operations,4,0,0.00003,0.00000,2.67774
excited,4,0,0.00003,0.00000,2.67774
sill,4,0,0.00003,0.00000,2.67774
gnawing,4,0,0.00003,0.00000,2.67774
Benefits,0,3,0.00000,0.00003,2.11096
pleasingly,0,3,0.00000,0.00003,2.11096
repetitions,0,3,0.00000,0.00003,2.11096
dived,4,0,0.00003,0.00000,2.67774
startled,4,0,0.00003,0.00000,2.67774
nut,4,0,0.00003,0.00000,2.67774
cake,4,0,0.00003,0.00000,2.67774
spaced,0,3,0.00000,0.00003,2.11096
Meru,0,3,0.00000,0.00003,2.11096
identify,0,3,0.00000,0.00003,2.11096
detects,0,3,0.00000,0.00003,2.11096
prescribes,0,3,0.00000,0.00003,2.11096
explore,4,0,0.00003,0.00000,2.67774
recovered,4,0,0.00003,0.00000,2.67774
Stratton,4,0,0.00003,0.00000,2.67774
humans,0,3,0.00000,0.00003,2.11096
adhered,0,3,0.00000,0.00003,2.11096
civil,4,0,0.00003,0.00000,2.67774
drifts,4,0,0.00003,0.00000,2.67774
patted,0,3,0.00000,0.00003,2.11096
daises,0,3,0.00000,0.00003,2.11096
resolution,4,0,0.00003,0.00000,2.67774
island,4,0,0.00003,0.00000,2.67774
band,0,3,0.00000,0.00003,2.11096
scrolls,0,3,0.00000,0.00003,2.11096
torments,0,3,0.00000,0.00003,2.11096
conquer,0,3,0.00000,0.00003,2.11096
Adorned,0,3,0.00000,0.00003,2.11096
kimshuka,0,3,0.00000,0.00003,2.11096
warmer,4,0,0.00003,0.00000,2.67774
melting,4,0,0.00003,0.00000,2.67774
grating,4,0,0.00003,0.00000,2.67774
foliage,4,0,0.00003,0.00000,2.67774
bandits,0,3,0.00000,0.00003,2.11096
lusts,0,3,0.00000,0.00003,2.11096
assault,0,3,0.00000,0.00003,2.11096
assaulted,0,3,0.00000,0.00003,2.11096
injured,0,3,0.00000,0.00003,2.11096
Teeth,0,3,0.00000,0.00003,2.11096
stahe,0,3,0.00000,0.00003,2.11096
tusked,0,3,0.00000,0.00003,2.11096
governments,4,0,0.00003,0.00000,2.67774
friction,4,0,0.00003,0.00000,2.67774
Paley,4,0,0.00003,0.00000,2.67774
quarrel,4,0,0.00003,0.00000,2.67774
remedy,4,0,0.00003,0.00000,2.67774
repents,0,3,0.00000,0.00003,2.11096
pounder,0,3,0.00000,0.00003,2.11096
mystic,0,3,0.00000,0.00003,2.11096
Union,4,0,0.00003,0.00000,2.67774
gatherer,4,0,0.00003,0.00000,2.67774
Caesar,4,0,0.00003,0.00000,2.67774
repented,0,3,0.00000,0.00003,2.11096
Manjurshi,0,3,0.00000,0.00003,2.11096
preceptor,0,3,0.00000,0.00003,2.11096
Kshatriyas,0,3,0.00000,0.00003,2.11096
ON,3,0,0.00003,0.00000,1.75291
THE,3,0,0.00003,0.00000,1.75291
DUTY,3,0,0.00003,0.00000,1.75291
OF,3,0,0.00003,0.00000,1.75291
CIVIL,3,0,0.00003,0.00000,1.75291
DISOBEDIENCE,3,0,0.00003,0.00000,1.75291
Henry,3,0,0.00003,0.00000,1.75291
Economy,3,0,0.00003,0.00000,1.75291
Solitude,3,0,0.00003,0.00000,1.75291
7,5,1,0.00004,0.00001,1.86148
10,3,0,0.00003,0.00000,1.75291
13,3,0,0.00003,0.00000,1.75291
months,11,5,0.00009,0.00005,1.69690
impertinent,3,0,0.00003,0.00000,1.75291
have,671,588,0.00572,0.00532,1.64570
Others,3,0,0.00003,0.00000,1.75291
maintained,3,0,0.00003,0.00000,1.75291
theme,3,0,0.00003,0.00000,1.75291
Moreover,10,16,0.00009,0.00014,1.67891
sincerely,6,2,0.00005,0.00002,1.41593
seams,3,0,0.00003,0.00000,1.75291
shops,3,0,0.00003,0.00000,1.75291
face,29,18,0.00025,0.00016,1.87817
impossible,7,3,0.00006,0.00003,1.13124
neck,7,3,0.00006,0.00003,1.13124
undertaken,3,0,0.00003,0.00000,1.75291
farming,4,1,0.00003,0.00001,1.15553
Better,3,0,0.00003,0.00000,1.75291
digging,5,1,0.00004,0.00001,1.86148
before,125,98,0.00107,0.00089,1.83872
How,42,28,0.00036,0.00025,1.96892
cleansed,4,1,0.00003,0.00001,1.15553
struggle,3,0,0.00003,0.00000,1.75291
encumbrances,3,0,0.00003,0.00000,1.75291
flesh,6,10,0.00005,0.00009,1.15116
compost,3,0,0.00003,0.00000,1.75291
employed,9,15,0.00008,0.00014,1.77856
break,11,5,0.00009,0.00005,1.69690
steal,3,0,0.00003,0.00000,1.75291
Or,17,23,0.00015,0.00021,1.25574
enduring,3,0,0.00003,0.00000,1.75291
care,14,8,0.00012,0.00007,1.17947
free,39,49,0.00033,0.00044,1.79096
ignorance,5,10,0.00004,0.00009,1.80619
factitious,3,0,0.00003,0.00000,1.75291
coarse,5,1,0.00004,0.00001,1.86148
finer,5,1,0.00004,0.00001,1.86148
fruits,16,9,0.00014,0.00008,1.44220
fingers,13,7,0.00011,0.00006,1.31894
too,79,62,0.00067,0.00056,1.13932
clumsy,3,0,0.00003,0.00000,1.75291
laboring,3,0,0.00003,0.00000,1.75291
clothe,5,1,0.00004,0.00001,1.86148
another,82,61,0.00070,0.00055,1.92925
doubt,33,21,0.00028,0.00019,1.92571
unable,3,7,0.00003,0.00006,1.60865
dinners,3,0,0.00003,0.00000,1.75291
already,36,46,0.00031,0.00042,1.86549
page,3,0,0.00003,0.00000,1.75291
robbing,3,0,0.00003,0.00000,1.75291
limits,6,2,0.00005,0.00002,1.41593
slough,3,0,0.00003,0.00000,1.75291
coins,3,0,0.00003,0.00000,1.75291
Of,15,22,0.00013,0.00020,1.71597
Have,1,4,0.00001,0.00004,1.51358
Bhikshunis,0,2,0.00000,0.00002,1.16942
upasakas,0,2,0.00000,0.00002,1.16942
upasikas,0,2,0.00000,0.00002,1.16942
variously,1,4,0.00001,0.00004,1.51358
names,7,12,0.00006,0.00011,1.51919
Treasury,0,2,0.00000,0.00002,1.16942
Leader,0,2,0.00000,0.00002,1.16942
Precious,0,2,0.00000,0.00002,1.16942
Scented,0,2,0.00000,0.00002,1.16942
Tranquil,0,2,0.00000,0.00002,1.16942
calm,11,6,0.00009,0.00005,1.05004
remain,7,11,0.00006,0.00010,1.06201
roll,2,6,0.00002,0.00005,1.89333
First,2,6,0.00002,0.00005,1.89333
pour,0,2,0.00000,0.00002,1.16942
rays,8,14,0.00007,0.00013,1.89563
abundantly,0,2,0.00000,0.00002,1.16942
timely,0,2,0.00000,0.00002,1.16942
tactfulness,0,2,0.00000,0.00002,1.16942
pleasure,5,9,0.00004,0.00008,1.26371
protection,5,1,0.00004,0.00001,1.86148
ears,11,17,0.00009,0.00015,1.59308
deaf,3,6,0.00003,0.00005,1.01750
ship,3,6,0.00003,0.00005,1.01750
carry,19,27,0.00016,0.00024,1.86008
controller,0,2,0.00000,0.00002,1.16942
majestic,0,2,0.00000,0.00002,1.16942
brave,10,4,0.00009,0.00004,1.96228
stability,0,2,0.00000,0.00002,1.16942
rapidly,8,3,0.00007,0.00003,1.68684
Life,0,2,0.00000,0.00002,1.16942
Keeping,0,2,0.00000,0.00002,1.16942
Upananda,0,2,0.00000,0.00002,1.16942
Svagata,0,2,0.00000,0.00002,1.16942
faults,5,9,0.00004,0.00008,1.26371
bowls,1,4,0.00001,0.00004,1.51358
satisfied,13,6,0.00011,0.00005,1.97974
placed,11,6,0.00009,0.00005,1.05004
flags,1,4,0.00001,0.00004,1.51358
Trainer,0,2,0.00000,0.00002,1.16942
breeze,4,1,0.00003,0.00001,1.15553
Deeply,0,2,0.00000,0.00002,1.16942
stable,4,1,0.00003,0.00001,1.15553
extinct,3,6,0.00003,0.00005,1.01750
Long,1,4,0.00001,0.00004,1.51358
disappearance,0,2,0.00000,0.00002,1.16942
lying,12,6,0.00010,0.00005,1.48791
walking,7,12,0.00006,0.00011,1.51919
retreat,6,2,0.00005,0.00002,1.41593
safety,3,6,0.00003,0.00005,1.01750
wrong,11,6,0.00009,0.00005,1.05004
Born,0,2,0.00000,0.00002,1.16942
Emancipation,0,2,0.00000,0.00002,1.16942
benevolence,1,4,0.00001,0.00004,1.51358
response,0,2,0.00000,0.00002,1.16942
proportioned,0,2,0.00000,0.00002,1.16942
trail,5,1,0.00004,0.00001,1.86148
snowy,4,1,0.00003,0.00001,1.15553
high,34,22,0.00029,0.00020,1.83679
spokes,0,2,0.00000,0.00002,1.16942
rounded,4,1,0.00003,0.00001,1.15553
fine,22,14,0.00019,0.00013,1.25352
bones,8,3,0.00007,0.00003,1.68684
shining,1,4,0.00001,0.00004,1.51358
blemish,0,2,0.00000,0.00002,1.16942
thirty,20,26,0.00017,0.00024,1.15297
transcended,0,2,0.00000,0.00002,1.16942
wholeheartedly,0,2,0.00000,0.00002,1.16942
thinking,20,11,0.00017,0.00010,1.97851
working,8,3,0.00007,0.00003,1.68684
breaking,6,2,0.00005,0.00002,1.41593
Sakrdagamin,0,2,0.00000,0.00002,1.16942
Reaching,0,2,0.00000,0.00002,1.16942
rolls,2,6,0.00002,0.00005,1.89333
Causes,0,2,0.00000,0.00002,1.16942
effort,8,13,0.00007,0.00012,1.41467
Universally,0,2,0.00000,0.00002,1.16942
palace,8,13,0.00007,0.00012,1.41467
brain,6,2,0.00005,0.00002,1.41593
tired,4,1,0.00003,0.00001,1.15553
result,13,7,0.00011,0.00006,1.31894
completed,2,6,0.00002,0.00005,1.89333
AT,0,2,0.00000,0.00002,1.16942
THAT,0,2,0.00000,0.00002,1.16942
TIME,0,2,0.00000,0.00002,1.16942
Addressed,0,2,0.00000,0.00002,1.16942
known,26,34,0.00022,0.00031,1.56814
originally,5,10,0.00004,0.00009,1.80619
falsely,1,4,0.00001,0.00004,1.51358
during,12,19,0.00010,0.00017,1.94356
observing,3,6,0.00003,0.00005,1.01750
vanish,1,4,0.00001,0.00004,1.51358
instantly,4,8,0.00003,0.00007,1.41018
logic,1,4,0.00001,0.00004,1.51358
transience,0,2,0.00000,0.00002,1.16942
selflessness,0,2,0.00000,0.00002,1.16942
sakrdagamin,0,2,0.00000,0.00002,1.16942
questioned,1,4,0.00001,0.00004,1.51358
please,4,8,0.00003,0.00007,1.41018
inexpressible,4,1,0.00003,0.00001,1.15553
yourselves,2,5,0.00002,0.00005,1.20647
making,42,29,0.00036,0.00026,1.61720
brick,4,1,0.00003,0.00001,1.15553
Negro,3,0,0.00003,0.00000,1.75291
North,3,0,0.00003,0.00000,1.75291
See,3,0,0.00003,0.00000,1.75291
prisoner,4,1,0.00003,0.00001,1.15553
won,1,4,0.00001,0.00004,1.51358
weak,5,1,0.00004,0.00001,1.86148
tyrant,3,0,0.00003,0.00000,1.75291
fates,3,0,0.00003,0.00000,1.75291
games,3,7,0.00003,0.00006,1.60865
play,14,7,0.00012,0.00006,1.76754
choice,3,0,0.00003,0.00000,1.75291
silence,5,1,0.00004,0.00001,1.86148
keep,52,36,0.00044,0.00033,1.98573
speed,3,0,0.00003,0.00000,1.75291
Age,4,1,0.00003,0.00001,1.15553
planet,3,0,0.00003,0.00000,1.75291
Here,9,4,0.00008,0.00004,1.41407
avail,3,0,0.00003,0.00000,1.75291
food,34,22,0.00029,0.00020,1.83679
religiously,3,0,0.00003,0.00000,1.75291
raw,3,0,0.00003,0.00000,1.75291
oxen,11,5,0.00009,0.00005,1.69690
jerk,3,0,0.00003,0.00000,1.75291
lumbering,3,0,0.00003,0.00000,1.75291
gone,36,25,0.00031,0.00023,1.33055
cared,3,0,0.00003,0.00000,1.75291
belongs,4,1,0.00003,0.00001,1.15553
ends,6,2,0.00005,0.00002,1.41593
presume,3,0,0.00003,0.00000,1.75291
Whatever,4,1,0.00003,0.00001,1.15553
contemplating,3,0,0.00003,0.00000,1.75291
miracle,3,0,0.00003,0.00000,1.75291
informing,3,0,0.00003,0.00000,1.75291
incessant,4,1,0.00003,0.00001,1.15553
exaggerate,3,0,0.00003,0.00000,1.75291
possibility,3,0,0.00003,0.00000,1.75291
contemplate,3,0,0.00003,0.00000,1.75291
Confucius,3,0,0.00003,0.00000,1.75291
foresee,3,0,0.00003,0.00000,1.75291
careful,4,1,0.00003,0.00001,1.15553
grossest,3,0,0.00003,0.00000,1.75291
obtains,3,0,0.00003,0.00000,1.75291
bison,3,0,0.00003,0.00000,1.75291
climate,3,0,0.00003,0.00000,1.75291
secured,3,0,0.00003,0.00000,1.75291
prepared,6,2,0.00005,0.00002,1.41593
retain,9,4,0.00008,0.00004,1.41407
excess,3,0,0.00003,0.00000,1.75291
cookery,3,0,0.00003,0.00000,1.75291
perspiration,3,0,0.00003,0.00000,1.75291
undergoing,1,4,0.00001,0.00004,1.51358
prepare,3,0,0.00003,0.00000,1.75291
increase,2,6,0.00002,0.00005,1.89333
grand,3,0,0.00003,0.00000,1.75291
complain,3,0,0.00003,0.00000,1.75291
refer,4,1,0.00003,0.00001,1.15553
except,13,7,0.00011,0.00006,1.31894
sufficiently,4,1,0.00003,0.00001,1.15553
implements,5,1,0.00004,0.00001,1.86148
knife,5,1,0.00004,0.00001,1.86148
regions,3,7,0.00003,0.00006,1.60865
implied,3,0,0.00003,0.00000,1.75291
positive,3,0,0.00003,0.00000,1.75291
hindrances,1,4,0.00001,0.00004,1.51358
Persian,3,0,0.00003,0.00000,1.75291
impartial,1,4,0.00001,0.00004,1.51358
observer,3,0,0.00003,0.00000,1.75291
thinkers,3,0,0.00003,0.00000,1.75291
kingly,1,4,0.00001,0.00004,1.51358
destroys,3,0,0.00003,0.00000,1.75291
Are,6,10,0.00005,0.00009,1.15116
sheltered,3,0,0.00003,0.00000,1.75291
splendid,5,1,0.00004,0.00001,1.86148
alternative,3,0,0.00003,0.00000,1.75291
sent,9,4,0.00008,0.00004,1.41407
shoot,3,0,0.00003,0.00000,1.75291
heaven,24,33,0.00020,0.00030,1.96834
indeed,21,13,0.00018,0.00012,1.34757
precisely,5,1,0.00004,0.00001,1.86148
lovers,3,0,0.00003,0.00000,1.75291
meeting,6,2,0.00005,0.00002,1.41593
stirring,5,1,0.00004,0.00001,1.86148
mine,13,20,0.00011,0.00018,1.85864
assisted,3,0,0.00003,0.00000,1.75291
outside,9,4,0.00008,0.00004,1.41407
express,10,4,0.00009,0.00004,1.96228
depend,5,1,0.00004,0.00001,1.86148
writers,3,0,0.00003,0.00000,1.75291
reward,2,6,0.00002,0.00005,1.89333
heel,3,0,0.00003,0.00000,1.75291
fences,5,1,0.00004,0.00001,1.86148
watered,4,1,0.00003,0.00001,1.15553
cherry,3,0,0.00003,0.00000,1.75291
allowance,3,0,0.00003,0.00000,1.75291
sell,4,1,0.00003,0.00001,1.15553
weave,3,0,0.00003,0.00000,1.75291
arguments,3,0,0.00003,0.00000,1.75291
followed,6,10,0.00005,0.00009,1.15116
court,3,0,0.00003,0.00000,1.75291
exclusively,3,0,0.00003,0.00000,1.75291
dearly,3,0,0.00003,0.00000,1.75291
fewest,3,0,0.00003,0.00000,1.75291
talent,3,0,0.00003,0.00000,1.75291
foolish,1,4,0.00001,0.00004,1.51358
harbor,6,11,0.00005,0.00010,1.64683
captain,3,0,0.00003,0.00000,1.75291
freight,3,0,0.00003,0.00000,1.75291
bound,7,3,0.00006,0.00003,1.13124
supply,4,1,0.00003,0.00001,1.15553
vessel,4,1,0.00003,0.00001,1.15553
profit,2,6,0.00002,0.00005,1.89333
loss,3,0,0.00003,0.00000,1.75291
flood,4,1,0.00003,0.00001,1.15553
westerly,3,0,0.00003,0.00000,1.75291
secondly,3,0,0.00003,0.00000,1.75291
patch,3,0,0.00003,0.00000,1.75291
sound,47,34,0.00040,0.00031,1.34316
acquaintances,5,1,0.00004,0.00001,1.86148
extra,3,0,0.00003,0.00000,1.75291
pantaloons,3,0,0.00003,0.00000,1.75291
cornfield,3,0,0.00003,0.00000,1.75291
stake,3,0,0.00003,0.00000,1.75291
stranger,3,0,0.00003,0.00000,1.75291
approached,5,1,0.00004,0.00001,1.86148
thief,3,0,0.00003,0.00000,1.75291
divested,3,0,0.00003,0.00000,1.75291
belonged,4,1,0.00003,0.00001,1.15553
west,6,2,0.00005,0.00002,1.41593
authorities,3,0,0.00003,0.00000,1.75291
towns,10,5,0.00009,0.00005,1.20941
dusty,3,0,0.00003,0.00000,1.75291
hero,4,8,0.00003,0.00007,1.41018
balls,3,0,0.00003,0.00000,1.75291
dirty,5,1,0.00004,0.00001,1.86148
conducted,3,0,0.00003,0.00000,1.75291
sailed,3,0,0.00003,0.00000,1.75291
expansion,3,0,0.00003,0.00000,1.75291
fatal,3,0,0.00003,0.00000,1.75291
cellular,3,0,0.00003,0.00000,1.75291
prices,3,0,0.00003,0.00000,1.75291
customers,3,0,0.00003,0.00000,1.75291
boots,3,0,0.00003,0.00000,1.75291
affair,1,4,0.00001,0.00004,1.51358
maggot,3,0,0.00003,0.00000,1.75291
hatched,5,1,0.00004,0.00001,1.86148
egg,5,1,0.00004,0.00001,1.86148
grotesque,3,0,0.00003,0.00000,1.75291
serious,8,3,0.00007,0.00003,1.68684
rags,4,1,0.00003,0.00001,1.15553
whimsical,3,0,0.00003,0.00000,1.75291
readily,2,5,0.00002,0.00005,1.20647
operatives,3,0,0.00003,0.00000,1.75291
instances,3,0,0.00003,0.00000,1.75291
extremely,1,4,0.00001,0.00004,1.51358
equally,13,6,0.00011,0.00005,1.97974
ceaselessly,1,4,0.00001,0.00004,1.51358
Twelve,0,2,0.00000,0.00002,1.16942
Pratyekabuddha,0,2,0.00000,0.00002,1.16942
Sravaka,0,2,0.00000,0.00002,1.16942
Arhat,0,2,0.00000,0.00002,1.16942
reveal,5,10,0.00004,0.00009,1.80619
padma,0,2,0.00000,0.00002,1.16942
kumuda,0,2,0.00000,0.00002,1.16942
northern,3,6,0.00003,0.00005,1.01750
zenith,0,2,0.00000,0.00002,1.16942
nadir,0,2,0.00000,0.00002,1.16942
retrogressing,0,2,0.00000,0.00002,1.16942
Place,0,2,0.00000,0.00002,1.16942
un,0,2,0.00000,0.00002,1.16942
jealous,0,2,0.00000,0.00002,1.16942
detachment,0,2,0.00000,0.00002,1.16942
donation,0,2,0.00000,0.00002,1.16942
irascible,0,2,0.00000,0.00002,1.16942
indolent,0,2,0.00000,0.00002,1.16942
defiled,1,4,0.00001,0.00004,1.51358
process,4,8,0.00003,0.00007,1.41018
existent,0,2,0.00000,0.00002,1.16942
seized,3,7,0.00003,0.00006,1.60865
spirit,11,5,0.00009,0.00005,1.69690
obey,9,4,0.00008,0.00004,1.41407
ferry,0,2,0.00000,0.00002,1.16942
interpret,0,2,0.00000,0.00002,1.16942
queen,2,6,0.00002,0.00005,1.89333
converse,5,1,0.00004,0.00001,1.86148
twice,6,10,0.00005,0.00009,1.15116
admired,4,1,0.00003,0.00001,1.15553
guardians,0,2,0.00000,0.00002,1.16942
fourth,5,10,0.00004,0.00009,1.80619
convince,4,1,0.00003,0.00001,1.15553
Kalpas,0,2,0.00000,0.00002,1.16942
fifth,2,5,0.00002,0.00005,1.20647
ill,5,10,0.00004,0.00009,1.80619
propagates,0,2,0.00000,0.00002,1.16942
citizen,6,2,0.00005,0.00002,1.41593
