Word,lotus.txt count,walden.txt count,lotus.txt freq,walden.txt freq,Log Likelihood
dent,0,3,0.00000,0.00003,1.75291
latitudes,0,3,0.00000,0.00003,1.75291
sumach,0,3,0.00000,0.00003,1.75291
cartloads,0,3,0.00000,0.00003,1.75291
trod,0,3,0.00000,0.00003,1.75291
unjust,0,3,0.00000,0.00003,1.75291
patent,0,3,0.00000,0.00003,1.75291
warning,0,3,0.00000,0.00003,1.75291
Mrs,0,3,0.00000,0.00003,1.75291
soundest,0,3,0.00000,0.00003,1.75291
Railroad,0,3,0.00000,0.00003,1.75291
James,0,3,0.00000,0.00003,1.75291
framed,0,3,0.00000,0.00003,1.75291
foe,0,3,0.00000,0.00003,1.75291
imparted,0,3,0.00000,0.00003,1.75291
1st,0,3,0.00000,0.00003,1.75291
ethereal,0,3,0.00000,0.00003,1.75291
stayed,0,3,0.00000,0.00003,1.75291
wedge,0,3,0.00000,0.00003,1.75291
torpid,0,3,0.00000,0.00003,1.75291
lark,0,3,0.00000,0.00003,1.75291
hazy,0,3,0.00000,0.00003,1.75291
saturated,0,3,0.00000,0.00003,1.75291
generous,0,3,0.00000,0.00003,1.75291
skins,0,3,0.00000,0.00003,1.75291
deterred,0,3,0.00000,0.00003,1.75291
cellars,0,3,0.00000,0.00003,1.75291
prevent,0,3,0.00000,0.00003,1.75291
contemporary,0,3,0.00000,0.00003,1.75291
cleared,0,3,0.00000,0.00003,1.75291
record,0,3,0.00000,0.00003,1.75291
method,0,3,0.00000,0.00003,1.75291
Christianity,0,3,0.00000,0.00003,1.75291
threading,0,3,0.00000,0.00003,1.75291
breathe,0,3,0.00000,0.00003,1.75291
crowded,0,3,0.00000,0.00003,1.75291
car,0,3,0.00000,0.00003,1.75291
dusted,0,3,0.00000,0.00003,1.75291
carload,0,3,0.00000,0.00003,1.75291
chambers,0,3,0.00000,0.00003,1.75291
staple,0,3,0.00000,0.00003,1.75291
map,0,3,0.00000,0.00003,1.75291
development,0,3,0.00000,0.00003,1.75291
misery,0,3,0.00000,0.00003,1.75291
permanently,0,3,0.00000,0.00003,1.75291
border,0,3,0.00000,0.00003,1.75291
shanties,0,3,0.00000,0.00003,1.75291
cornice,0,3,0.00000,0.00003,1.75291
avoided,0,3,0.00000,0.00003,1.75291
complicated,0,3,0.00000,0.00003,1.75291
joints,0,3,0.00000,0.00003,1.75291
Middlesex,0,3,0.00000,0.00003,1.75291
suggests,0,3,0.00000,0.00003,1.75291
inconvenient,0,3,0.00000,0.00003,1.75291
encumbrance,0,3,0.00000,0.00003,1.75291
secure,0,3,0.00000,0.00003,1.75291
bury,0,3,0.00000,0.00003,1.75291
funeral,0,3,0.00000,0.00003,1.75291
secures,0,3,0.00000,0.00003,1.75291
disadvantage,0,3,0.00000,0.00003,1.75291
simpler,0,3,0.00000,0.00003,1.75291
owns,0,3,0.00000,0.00003,1.75291
regulate,0,3,0.00000,0.00003,1.75291
wrought,0,3,0.00000,0.00003,1.75291
wigwams,0,3,0.00000,0.00003,1.75291
pushed,0,3,0.00000,0.00003,1.75291
unfortunately,0,3,0.00000,0.00003,1.75291
obstruction,0,3,0.00000,0.00003,1.75291
survived,0,3,0.00000,0.00003,1.75291
daylight,0,3,0.00000,0.00003,1.75291
robust,0,3,0.00000,0.00003,1.75291
instances,0,3,0.00000,0.00003,1.75291
operatives,0,3,0.00000,0.00003,1.75291
whimsical,0,3,0.00000,0.00003,1.75291
grotesque,0,3,0.00000,0.00003,1.75291
maggot,0,3,0.00000,0.00003,1.75291
boots,0,3,0.00000,0.00003,1.75291
customers,0,3,0.00000,0.00003,1.75291
prices,0,3,0.00000,0.00003,1.75291
cellular,0,3,0.00000,0.00003,1.75291
fatal,0,3,0.00000,0.00003,1.75291
expansion,0,3,0.00000,0.00003,1.75291
sailed,0,3,0.00000,0.00003,1.75291
conducted,0,3,0.00000,0.00003,1.75291
balls,0,3,0.00000,0.00003,1.75291
dusty,0,3,0.00000,0.00003,1.75291
authorities,0,3,0.00000,0.00003,1.75291
divested,0,3,0.00000,0.00003,1.75291
thief,0,3,0.00000,0.00003,1.75291
stranger,0,3,0.00000,0.00003,1.75291
stake,0,3,0.00000,0.00003,1.75291
cornfield,0,3,0.00000,0.00003,1.75291
pantaloons,0,3,0.00000,0.00003,1.75291
extra,0,3,0.00000,0.00003,1.75291
patch,0,3,0.00000,0.00003,1.75291
secondly,0,3,0.00000,0.00003,1.75291
westerly,0,3,0.00000,0.00003,1.75291
loss,0,3,0.00000,0.00003,1.75291
freight,0,3,0.00000,0.00003,1.75291
captain,0,3,0.00000,0.00003,1.75291
talent,0,3,0.00000,0.00003,1.75291
fewest,0,3,0.00000,0.00003,1.75291
dearly,0,3,0.00000,0.00003,1.75291
exclusively,0,3,0.00000,0.00003,1.75291
court,0,3,0.00000,0.00003,1.75291
arguments,0,3,0.00000,0.00003,1.75291
weave,0,3,0.00000,0.00003,1.75291
allowance,0,3,0.00000,0.00003,1.75291
cherry,0,3,0.00000,0.00003,1.75291
heel,0,3,0.00000,0.00003,1.75291
writers,0,3,0.00000,0.00003,1.75291
assisted,0,3,0.00000,0.00003,1.75291
lovers,0,3,0.00000,0.00003,1.75291
shoot,0,3,0.00000,0.00003,1.75291
alternative,0,3,0.00000,0.00003,1.75291
sheltered,0,3,0.00000,0.00003,1.75291
destroys,0,3,0.00000,0.00003,1.75291
thinkers,0,3,0.00000,0.00003,1.75291
observer,0,3,0.00000,0.00003,1.75291
Persian,0,3,0.00000,0.00003,1.75291
positive,0,3,0.00000,0.00003,1.75291
implied,0,3,0.00000,0.00003,1.75291
complain,0,3,0.00000,0.00003,1.75291
grand,0,3,0.00000,0.00003,1.75291
prepare,0,3,0.00000,0.00003,1.75291
perspiration,0,3,0.00000,0.00003,1.75291
cookery,0,3,0.00000,0.00003,1.75291
excess,0,3,0.00000,0.00003,1.75291
secured,0,3,0.00000,0.00003,1.75291
climate,0,3,0.00000,0.00003,1.75291
bison,0,3,0.00000,0.00003,1.75291
obtains,0,3,0.00000,0.00003,1.75291
grossest,0,3,0.00000,0.00003,1.75291
foresee,0,3,0.00000,0.00003,1.75291
Confucius,0,3,0.00000,0.00003,1.75291
contemplate,0,3,0.00000,0.00003,1.75291
possibility,0,3,0.00000,0.00003,1.75291
exaggerate,0,3,0.00000,0.00003,1.75291
informing,0,3,0.00000,0.00003,1.75291
miracle,0,3,0.00000,0.00003,1.75291
contemplating,0,3,0.00000,0.00003,1.75291
presume,0,3,0.00000,0.00003,1.75291
cared,0,3,0.00000,0.00003,1.75291
lumbering,0,3,0.00000,0.00003,1.75291
jerk,0,3,0.00000,0.00003,1.75291
raw,0,3,0.00000,0.00003,1.75291
religiously,0,3,0.00000,0.00003,1.75291
avail,0,3,0.00000,0.00003,1.75291
planet,0,3,0.00000,0.00003,1.75291
speed,0,3,0.00000,0.00003,1.75291
choice,0,3,0.00000,0.00003,1.75291
fates,0,3,0.00000,0.00003,1.75291
tyrant,0,3,0.00000,0.00003,1.75291
See,0,3,0.00000,0.00003,1.75291
North,0,3,0.00000,0.00003,1.75291
Negro,0,3,0.00000,0.00003,1.75291
coins,0,3,0.00000,0.00003,1.75291
slough,0,3,0.00000,0.00003,1.75291
robbing,0,3,0.00000,0.00003,1.75291
page,0,3,0.00000,0.00003,1.75291
dinners,0,3,0.00000,0.00003,1.75291
laboring,0,3,0.00000,0.00003,1.75291
clumsy,0,3,0.00000,0.00003,1.75291
factitious,0,3,0.00000,0.00003,1.75291
enduring,0,3,0.00000,0.00003,1.75291
steal,0,3,0.00000,0.00003,1.75291
compost,0,3,0.00000,0.00003,1.75291
encumbrances,0,3,0.00000,0.00003,1.75291
struggle,0,3,0.00000,0.00003,1.75291
Better,0,3,0.00000,0.00003,1.75291
undertaken,0,3,0.00000,0.00003,1.75291
shops,0,3,0.00000,0.00003,1.75291
seams,0,3,0.00000,0.00003,1.75291
theme,0,3,0.00000,0.00003,1.75291
maintained,0,3,0.00000,0.00003,1.75291
Others,0,3,0.00000,0.00003,1.75291
impertinent,0,3,0.00000,0.00003,1.75291
13,0,3,0.00000,0.00003,1.75291
10,0,3,0.00000,0.00003,1.75291
Solitude,0,3,0.00000,0.00003,1.75291
Economy,0,3,0.00000,0.00003,1.75291
Henry,0,3,0.00000,0.00003,1.75291
DISOBEDIENCE,0,3,0.00000,0.00003,1.75291
CIVIL,0,3,0.00000,0.00003,1.75291
OF,0,3,0.00000,0.00003,1.75291
DUTY,0,3,0.00000,0.00003,1.75291
THE,0,3,0.00000,0.00003,1.75291
ON,0,3,0.00000,0.00003,1.75291
reflections,1,4,0.00001,0.00003,1.15553
breaks,1,4,0.00001,0.00003,1.15553
wilds,2,0,0.00002,0.00000,1.16942
seclusion,2,0,0.00002,0.00000,1.16942
Ending,2,0,0.00002,0.00000,1.16942
quiescence,2,0,0.00002,0.00000,1.16942
permanent,1,4,0.00001,0.00003,1.15553
twigs,1,4,0.00001,0.00003,1.15553
adultery,2,0,0.00002,0.00000,1.16942
killing,2,0,0.00002,0.00000,1.16942
forced,1,4,0.00001,0.00003,1.15553
contacts,2,0,0.00002,0.00000,1.16942
homage,5,2,0.00005,0.00002,1.20647
faraway,2,0,0.00002,0.00000,1.16942
produces,2,6,0.00002,0.00005,1.41593
incessant,1,4,0.00001,0.00003,1.15553
folding,2,0,0.00002,0.00000,1.16942
Heir,2,0,0.00002,0.00000,1.16942
otherwise,2,6,0.00002,0.00005,1.41593
hangs,1,4,0.00001,0.00003,1.15553
May,1,5,0.00001,0.00004,1.86148
triple,2,0,0.00002,0.00000,1.16942
Sangha,2,0,0.00002,0.00000,1.16942
springing,1,4,0.00001,0.00003,1.15553
lined,1,4,0.00001,0.00003,1.15553
radiate,2,0,0.00002,0.00000,1.16942
Turning,2,0,0.00002,0.00000,1.16942
confess,12,7,0.00011,0.00006,1.51919
sin,6,2,0.00005,0.00002,1.89333
majesty,2,0,0.00002,0.00000,1.16942
dignified,4,1,0.00004,0.00001,1.51358
reflecting,2,6,0.00002,0.00005,1.41593
slowly,1,5,0.00001,0.00004,1.86148
stamen,2,0,0.00002,0.00000,1.16942
hub,2,0,0.00002,0.00000,1.16942
shades,1,4,0.00001,0.00003,1.15553
retribution,2,0,0.00002,0.00000,1.16942
entertained,1,5,0.00001,0.00004,1.86148
disparages,2,0,0.00002,0.00000,1.16942
avartani,2,0,0.00002,0.00000,1.16942
inconceivably,2,0,0.00002,0.00000,1.16942
Rising,2,0,0.00002,0.00000,1.16942
younger,1,4,0.00001,0.00003,1.15553
Tree,2,0,0.00002,0.00000,1.16942
Sal,2,0,0.00002,0.00000,1.16942
cleansed,1,4,0.00001,0.00003,1.15553
consort,2,0,0.00002,0.00000,1.16942
vetada,2,0,0.00002,0.00000,1.16942
putana,2,0,0.00002,0.00000,1.16942
Kunti,2,0,0.00002,0.00000,1.16942
decline,4,1,0.00004,0.00001,1.51358
akshaye,2,0,0.00002,0.00000,1.16942
shante,2,0,0.00002,0.00000,1.16942
entertaining,2,0,0.00002,0.00000,1.16942
flame,1,4,0.00001,0.00003,1.15553
knife,1,5,0.00001,0.00004,1.86148
pursued,1,5,0.00001,0.00004,1.86148
Would,1,4,0.00001,0.00003,1.15553
ire,2,0,0.00002,0.00000,1.16942
flood,1,4,0.00001,0.00003,1.15553
layman,2,0,0.00002,0.00000,1.16942
Manifesting,2,0,0.00002,0.00000,1.16942
filial,2,0,0.00002,0.00000,1.16942
splendid,1,5,0.00001,0.00004,1.86148
calyxes,2,0,0.00002,0.00000,1.16942
radiance,2,0,0.00002,0.00000,1.16942
stature,2,0,0.00002,0.00000,1.16942
enmity,2,0,0.00002,0.00000,1.16942
army,2,6,0.00002,0.00005,1.41593
7,1,5,0.00001,0.00004,1.86148
directs,2,0,0.00002,0.00000,1.16942
oils,2,0,0.00002,0.00000,1.16942
god,3,8,0.00003,0.00007,1.68684
Black,2,0,0.00002,0.00000,1.16942
attention,1,5,0.00001,0.00004,1.86148
calling,3,7,0.00003,0.00006,1.13124
taels,2,0,0.00002,0.00000,1.16942
urns,2,0,0.00002,0.00000,1.16942
arduous,2,0,0.00002,0.00000,1.16942
Deeds,2,0,0.00002,0.00000,1.16942
stingy,2,0,0.00002,0.00000,1.16942
wilderness,1,5,0.00001,0.00004,1.86148
briefly,2,0,0.00002,0.00000,1.16942
Beyond,2,0,0.00002,0.00000,1.16942
endured,2,0,0.00002,0.00000,1.16942
idle,1,5,0.00001,0.00004,1.86148
Mahameru,2,0,0.00002,0.00000,1.16942
Dragons,2,0,0.00002,0.00000,1.16942
flavors,2,0,0.00002,0.00000,1.16942
buffaloes,2,0,0.00002,0.00000,1.16942
plains,1,5,0.00001,0.00004,1.86148
Wheel,2,0,0.00002,0.00000,1.16942
disordered,2,0,0.00002,0.00000,1.16942
Hall,2,0,0.00002,0.00000,1.16942
derived,1,4,0.00001,0.00003,1.15553
parijataka,2,0,0.00002,0.00000,1.16942
blended,2,0,0.00002,0.00000,1.16942
jatika,2,0,0.00002,0.00000,1.16942
flute,1,4,0.00001,0.00003,1.15553
faculty,6,2,0.00005,0.00002,1.89333
impair,2,0,0.00002,0.00000,1.16942
distinguish,6,3,0.00005,0.00003,1.01750
merry,1,4,0.00001,0.00003,1.15553
chime,2,0,0.00002,0.00000,1.16942
await,1,4,0.00001,0.00003,1.15553
bounds,1,4,0.00001,0.00003,1.15553
Age,1,4,0.00001,0.00003,1.15553
gets,1,5,0.00001,0.00004,1.86148
encourages,2,0,0.00002,0.00000,1.16942
Nothing,1,4,0.00001,0.00003,1.15553
instructs,2,0,0.00002,0.00000,1.16942
unsightly,2,0,0.00002,0.00000,1.16942
match,4,1,0.00004,0.00001,1.51358
anagamin,2,0,0.00002,0.00000,1.16942
sakridagamin,2,0,0.00002,0.00000,1.16942
faces,2,0,0.00002,0.00000,1.16942
egg,1,5,0.00001,0.00004,1.86148
acquaintances,1,5,0.00001,0.00004,1.86148
clothe,1,5,0.00001,0.00004,1.86148
supply,1,4,0.00001,0.00003,1.15553
burns,2,0,0.00002,0.00000,1.16942
circle,3,7,0.00003,0.00006,1.13124
constructed,1,4,0.00001,0.00003,1.15553
community,7,3,0.00006,0.00003,1.60865
observatories,2,0,0.00002,0.00000,1.16942
inspire,1,4,0.00001,0.00003,1.15553
mindedness,2,0,0.00002,0.00000,1.16942
produce,4,10,0.00004,0.00009,1.96228
swayed,2,0,0.00002,0.00000,1.16942
prajna,2,0,0.00002,0.00000,1.16942
virya,2,0,0.00002,0.00000,1.16942
kshanti,2,0,0.00002,0.00000,1.16942
shila,2,0,0.00002,0.00000,1.16942
dana,2,0,0.00002,0.00000,1.16942
Hearing,2,0,0.00002,0.00000,1.16942
sung,1,5,0.00001,0.00004,1.86148
censers,2,0,0.00002,0.00000,1.16942
encrusted,2,0,0.00002,0.00000,1.16942
draped,2,0,0.00002,0.00000,1.16942
rebirth,2,0,0.00002,0.00000,1.16942
retain,4,9,0.00004,0.00008,1.41407
birthlessness,2,0,0.00002,0.00000,1.16942
befuddlement,2,0,0.00002,0.00000,1.16942
feelings,1,4,0.00001,0.00003,1.15553
requirements,2,0,0.00002,0.00000,1.16942
Seeing,2,0,0.00002,0.00000,1.16942
finds,1,4,0.00001,0.00003,1.15553
surpasses,2,0,0.00002,0.00000,1.16942
crowd,1,4,0.00001,0.00003,1.15553
directed,3,7,0.00003,0.00006,1.13124
fierce,2,0,0.00002,0.00000,1.16942
thereafter,1,4,0.00001,0.00003,1.15553
propose,1,4,0.00001,0.00003,1.15553
Previously,2,0,0.00002,0.00000,1.16942
split,2,6,0.00002,0.00005,1.41593
Emerging,2,0,0.00002,0.00000,1.16942
win,2,0,0.00002,0.00000,1.16942
consternation,2,0,0.00002,0.00000,1.16942
battle,4,10,0.00004,0.00009,1.96228
Regarding,2,0,0.00002,0.00000,1.16942
perish,2,0,0.00002,0.00000,1.16942
negligent,2,0,0.00002,0.00000,1.16942
parish,1,5,0.00001,0.00004,1.86148
suffice,1,4,0.00001,0.00003,1.15553
negligence,2,0,0.00002,0.00000,1.16942
gentlemen,1,4,0.00001,0.00003,1.15553
mat,1,4,0.00001,0.00003,1.15553
refer,1,4,0.00001,0.00003,1.15553
Latter,2,0,0.00002,0.00000,1.16942
Furthermore,2,0,0.00002,0.00000,1.16942
timidity,2,0,0.00002,0.00000,1.16942
quailing,2,0,0.00002,0.00000,1.16942
emerging,2,0,0.00002,0.00000,1.16942
careful,1,4,0.00001,0.00003,1.15553
sell,1,4,0.00001,0.00003,1.15553
harboring,2,0,0.00002,0.00000,1.16942
arise,2,0,0.00002,0.00000,1.16942
surroundings,2,0,0.00002,0.00000,1.16942
intimate,1,4,0.00001,0.00003,1.15553
unmanly,2,0,0.00002,0.00000,1.16942
unmarried,2,0,0.00002,0.00000,1.16942
lecture,1,5,0.00001,0.00004,1.86148
chandalas,2,0,0.00002,0.00000,1.16942
entertainment,1,5,0.00001,0.00004,1.86148
engaging,2,0,0.00002,0.00000,1.16942
wrestling,2,0,0.00002,0.00000,1.16942
Lokayatas,2,0,0.00002,0.00000,1.16942
secular,2,0,0.00002,0.00000,1.16942
associations,4,1,0.00004,0.00001,1.51358
skill,1,5,0.00001,0.00004,1.86148
entrusted,2,0,0.00002,0.00000,1.16942
armor,2,0,0.00002,0.00000,1.16942
slandering,2,0,0.00002,0.00000,1.16942
rags,1,4,0.00001,0.00003,1.15553
Marks,2,0,0.00002,0.00000,1.16942
Endowed,2,0,0.00002,0.00000,1.16942
sufficiently,1,4,0.00001,0.00003,1.15553
statement,1,4,0.00001,0.00003,1.15553
Spotless,2,0,0.00002,0.00000,1.16942
girls,4,1,0.00004,0.00001,1.51358
Third,2,0,0.00002,0.00000,1.16942
vessel,1,4,0.00001,0.00003,1.15553
sacrifice,1,4,0.00001,0.00003,1.15553
mastered,5,2,0.00005,0.00002,1.20647
daughter,6,3,0.00005,0.00003,1.01750
express,4,10,0.00004,0.00009,1.96228
descended,4,1,0.00004,0.00001,1.51358
assorted,2,0,0.00002,0.00000,1.16942
setting,2,6,0.00002,0.00005,1.41593
picking,1,5,0.00001,0.00004,1.86148
provider,2,0,0.00002,0.00000,1.16942
gift,4,1,0.00004,0.00001,1.51358
stinting,2,0,0.00002,0.00000,1.16942
dhuta,2,0,0.00002,0.00000,1.16942
aroma,2,0,0.00002,0.00000,1.16942
participate,2,0,0.00002,0.00000,1.16942
Are,10,6,0.00009,0.00005,1.15116
crisscrossed,2,0,0.00002,0.00000,1.16942
Curtains,2,0,0.00002,0.00000,1.16942
Mahamuchilinda,2,0,0.00002,0.00000,1.16942
Muchilinda,2,0,0.00002,0.00000,1.16942
kingly,4,1,0.00004,0.00001,1.51358
seating,2,0,0.00002,0.00000,1.16942
villages,1,5,0.00001,0.00004,1.86148
changed,4,9,0.00004,0.00008,1.41407
Various,2,0,0.00002,0.00000,1.16942
assemble,2,0,0.00002,0.00000,1.16942
magically,2,0,0.00002,0.00000,1.16942
attacks,2,0,0.00002,0.00000,1.16942
expand,1,4,0.00001,0.00003,1.15553
confront,2,0,0.00002,0.00000,1.16942
dig,1,5,0.00001,0.00004,1.86148
nearing,2,0,0.00002,0.00000,1.16942
bound,3,7,0.00003,0.00006,1.13124
digging,1,5,0.00001,0.00004,1.86148
lodge,1,5,0.00001,0.00004,1.86148
presses,2,0,0.00002,0.00000,1.16942
sent,4,9,0.00004,0.00008,1.41407
envoys,2,0,0.00002,0.00000,1.16942
decked,2,0,0.00002,0.00000,1.16942
hoards,2,0,0.00002,0.00000,1.16942
defame,2,0,0.00002,0.00000,1.16942
curse,6,2,0.00005,0.00002,1.89333
destitute,2,0,0.00002,0.00000,1.16942
envoy,2,0,0.00002,0.00000,1.16942
reward,6,2,0.00005,0.00002,1.89333
bathed,1,5,0.00001,0.00004,1.86148
lamp,3,7,0.00003,0.00006,1.13124
Sign,2,0,0.00002,0.00000,1.16942
Stepping,2,0,0.00002,0.00000,1.16942
Victory,2,0,0.00002,0.00000,1.16942
Nine,1,4,0.00001,0.00003,1.15553
finer,1,5,0.00001,0.00004,1.86148
happened,5,2,0.00005,0.00002,1.20647
energy,1,4,0.00001,0.00003,1.15553
official,2,0,0.00002,0.00000,1.16942
worthies,2,6,0.00002,0.00005,1.41593
won,4,1,0.00004,0.00001,1.51358
manifestations,2,0,0.00002,0.00000,1.16942
lewd,2,0,0.00002,0.00000,1.16942
Wise,4,1,0.00004,0.00001,1.51358
theories,2,0,0.00002,0.00000,1.16942
extraordinary,2,0,0.00002,0.00000,1.16942
relating,2,0,0.00002,0.00000,1.16942
push,2,0,0.00002,0.00000,1.16942
possessing,2,0,0.00002,0.00000,1.16942
limits,2,6,0.00002,0.00005,1.41593
silence,1,5,0.00001,0.00004,1.86148
entreated,2,0,0.00002,0.00000,1.16942
regions,7,3,0.00006,0.00003,1.60865
nirvanas,2,0,0.00002,0.00000,1.16942
weak,1,5,0.00001,0.00004,1.86148
wipes,2,0,0.00002,0.00000,1.16942
prepared,2,6,0.00002,0.00005,1.41593
readily,5,2,0.00005,0.00002,1.20647
excepts,2,0,0.00002,0.00000,1.16942
aware,3,7,0.00003,0.00006,1.13124
Worldly,2,0,0.00002,0.00000,1.16942
Amitayus,2,0,0.00002,0.00000,1.16942
Void,2,0,0.00002,0.00000,1.16942
Akshobhya,2,0,0.00002,0.00000,1.16942
addressing,2,0,0.00002,0.00000,1.16942
Seating,2,0,0.00002,0.00000,1.16942
approached,1,5,0.00001,0.00004,1.86148
ascended,2,0,0.00002,0.00000,1.16942
Here,4,9,0.00004,0.00008,1.41407
customs,1,5,0.00001,0.00004,1.86148
declined,1,4,0.00001,0.00003,1.15553
burgeoning,2,0,0.00002,0.00000,1.16942
kalavinka,2,0,0.00002,0.00000,1.16942
northwestern,2,0,0.00002,0.00000,1.16942
sign,10,5,0.00009,0.00004,1.80619
richly,2,0,0.00002,0.00000,1.16942
discuss,2,0,0.00002,0.00000,1.16942
phenomenon,1,5,0.00001,0.00004,1.86148
Save,2,0,0.00002,0.00000,1.16942
weeping,2,0,0.00002,0.00000,1.16942
Until,2,0,0.00002,0.00000,1.16942
instruments,7,3,0.00006,0.00003,1.60865
musical,6,2,0.00005,0.00002,1.89333
elapsed,1,4,0.00001,0.00003,1.15553
grain,4,9,0.00004,0.00008,1.41407
Countless,2,0,0.00002,0.00000,1.16942
step,5,10,0.00005,0.00009,1.20941
implements,1,5,0.00001,0.00004,1.86148
impartial,4,1,0.00004,0.00001,1.51358
substances,2,0,0.00002,0.00000,1.16942
pearl,5,2,0.00005,0.00002,1.20647
Katyayana,2,0,0.00002,0.00000,1.16942
destined,1,4,0.00001,0.00003,1.15553
feast,1,4,0.00001,0.00003,1.15553
pits,2,0,0.00002,0.00000,1.16942
latrines,2,0,0.00002,0.00000,1.16942
unclean,1,4,0.00001,0.00003,1.15553
rubble,2,0,0.00002,0.00000,1.16942
billion,2,0,0.00002,0.00000,1.16942
Prophecy,2,0,0.00002,0.00000,1.16942
Six,2,0,0.00002,0.00000,1.16942
Multitude,2,0,0.00002,0.00000,1.16942
fruits,9,16,0.00008,0.00014,1.44220
flavored,2,0,0.00002,0.00000,1.16942
inhabit,2,6,0.00002,0.00005,1.41593
lax,2,0,0.00002,0.00000,1.16942
grows,5,11,0.00005,0.00009,1.69690
lush,2,0,0.00002,0.00000,1.16942
watered,1,4,0.00001,0.00003,1.15553
moistens,2,0,0.00002,0.00000,1.16942
vines,1,5,0.00001,0.00004,1.86148
area,6,3,0.00005,0.00003,1.01750
coolness,2,0,0.00002,0.00000,1.16942
beneficent,1,4,0.00001,0.00003,1.15553
destroyer,2,0,0.00002,0.00000,1.16942
separation,2,0,0.00002,0.00000,1.16942
moistening,2,0,0.00002,0.00000,1.16942
hindrances,4,1,0.00004,0.00001,1.51358
allotment,2,0,0.00002,0.00000,1.16942
middling,4,1,0.00004,0.00001,1.51358
workings,2,0,0.00002,0.00000,1.16942
observes,4,1,0.00004,0.00001,1.51358
mature,4,1,0.00004,0.00001,1.51358
foods,2,0,0.00002,0.00000,1.16942
mold,2,0,0.00002,0.00000,1.16942
encouraged,2,0,0.00002,0.00000,1.16942
urging,2,0,0.00002,0.00000,1.16942
repaid,2,0,0.00002,0.00000,1.16942
burden,1,5,0.00001,0.00004,1.86148
facts,1,4,0.00001,0.00003,1.15553
hut,1,5,0.00001,0.00004,1.86148
sleeping,2,0,0.00002,0.00000,1.16942
permitted,1,4,0.00001,0.00003,1.15553
increased,3,7,0.00003,0.00006,1.13124
dirty,1,5,0.00001,0.00004,1.86148
inquiring,2,0,0.00002,0.00000,1.16942
linger,2,0,0.00002,0.00000,1.16942
enjoyed,1,5,0.00001,0.00004,1.86148
farming,1,4,0.00001,0.00003,1.15553
disparaged,2,0,0.00002,0.00000,1.16942
considered,4,9,0.00004,0.00008,1.41407
debate,2,0,0.00002,0.00000,1.16942
covet,2,0,0.00002,0.00000,1.16942
outlay,2,0,0.00002,0.00000,1.16942
belong,1,5,0.00001,0.00004,1.86148
belongs,1,4,0.00001,0.00003,1.15553
meeting,2,6,0.00002,0.00005,1.41593
approaching,1,5,0.00001,0.00004,1.86148
magnanimous,2,0,0.00002,0.00000,1.16942
deceitful,2,0,0.00002,0.00000,1.16942
lend,1,4,0.00001,0.00003,1.15553
laborers,1,4,0.00001,0.00003,1.15553
utensil,2,0,0.00002,0.00000,1.16942
wage,2,0,0.00002,0.00000,1.16942
haggard,2,0,0.00002,0.00000,1.16942
releasing,2,0,0.00002,0.00000,1.16942
t,4,10,0.00004,0.00009,1.96228
prisoner,1,4,0.00001,0.00003,1.15553
Secretly,2,0,0.00002,0.00000,1.16942
Festoons,2,0,0.00002,0.00000,1.16942
uniformly,2,0,0.00002,0.00000,1.16942
towns,5,10,0.00005,0.00009,1.20941
vendors,2,0,0.00002,0.00000,1.16942
goats,2,0,0.00002,0.00000,1.16942
clerks,2,0,0.00002,0.00000,1.16942
amber,4,1,0.00004,0.00001,1.51358
increasingly,2,0,0.00002,0.00000,1.16942
unsought,2,0,0.00002,0.00000,1.16942
associates,2,0,0.00002,0.00000,1.16942
limb,2,0,0.00002,0.00000,1.16942
memory,4,9,0.00004,0.00008,1.41407
expressly,2,0,0.00002,0.00000,1.16942
filthy,2,0,0.00002,0.00000,1.16942
difficulties,5,2,0.00005,0.00002,1.20647
aid,3,7,0.00003,0.00006,1.13124
ordered,4,1,0.00004,0.00001,1.51358
bent,3,8,0.00003,0.00007,1.68684
vile,2,0,0.00002,0.00000,1.16942
whip,1,5,0.00001,0.00004,1.86148
donkey,2,0,0.00002,0.00000,1.16942
tiles,4,1,0.00004,0.00001,1.51358
hardship,4,1,0.00004,0.00001,1.51358
torment,2,0,0.00002,0.00000,1.16942
plagued,2,0,0.00002,0.00000,1.16942
jackal,2,0,0.00002,0.00000,1.16942
envy,2,0,0.00002,0.00000,1.16942
Whether,5,2,0.00005,0.00002,1.20647
harbor,11,6,0.00010,0.00005,1.64683
entrance,1,4,0.00001,0.00003,1.15553
everything,3,7,0.00003,0.00006,1.13124
oneself,2,0,0.00002,0.00000,1.16942
wipe,4,1,0.00004,0.00001,1.51358
proceeding,4,1,0.00004,0.00001,1.51358
replete,2,0,0.00002,0.00000,1.16942
pleasures,4,1,0.00004,0.00001,1.51358
twisted,2,0,0.00002,0.00000,1.16942
d,1,4,0.00001,0.00003,1.15553
Please,2,0,0.00002,0.00000,1.16942
whichever,2,0,0.00002,0.00000,1.16942
oxen,5,11,0.00005,0.00009,1.69690
grief,6,2,0.00005,0.00002,1.89333
continued,9,5,0.00008,0.00004,1.26371
vied,2,0,0.00002,0.00000,1.16942
pishacha,2,0,0.00002,0.00000,1.16942
terror,4,1,0.00004,0.00001,1.51358
nearby,2,0,0.00002,0.00000,1.16942
belonged,1,4,0.00001,0.00003,1.15553
